Metadata_JCP2022	Metadata_repurposing_name	Metadata_repurposing_moa	Metadata_repurposing_target
JCP2022_024898	levonordefrin	vasodilator	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|SLC6A2
JCP2022_024972	SGC-CBP30	bromodomain inhibitor	CREBBP|EP300
JCP2022_025020	PF-04620110	diacylglycerol O acyltransferase inhibitor	DGAT1
JCP2022_025061	thiothixene	dopamine receptor antagonist	DRD1|DRD2|HRH1|HTR2A
JCP2022_025090	adenine	protein synthesis stimulant	ACACB|ACP1|APRT|MTAP|PECR|SRPK2
JCP2022_025112	leuprolide	gonadotropin releasing factor hormone receptor agonist	GNRHR
JCP2022_025137	CCT137690	Aurora kinase inhibitor	AURKA|AURKB|AURKC
JCP2022_025145	PD-184352	MEK inhibitor	MAP2K1|MAP3K1|MAP3K2
JCP2022_025151	triamcinolone	glucocorticoid receptor agonist	NR3C1
JCP2022_025157	tyrphostin-AG-1478	EGFR inhibitor	EGFR|MAPK14
JCP2022_025219	sofalcone	mucus protecting agent	CBR1
JCP2022_025367	eliprodil	glutamate receptor antagonist	GRIN1|GRIN2B
JCP2022_025381	latanoprost	prostanoid receptor agonist	PTGFR
JCP2022_025400	5-fluorouracil	thymidylate synthase inhibitor	DPYD|TYMS
JCP2022_025411	BRL-52537	opioid receptor agonist	OPRK1
JCP2022_025492	resorcinol	phosphodiesterase inhibitor	CA12|CA14|CA2|PTGS1
JCP2022_025668	salmeterol	adrenergic receptor agonist	ADRB2
JCP2022_025675	benztropine-mesylate	acetylcholine receptor antagonist	CHRM1|HRH1|SLC6A3
JCP2022_025690	zaltidine	histamine receptor antagonist	HRH2
JCP2022_025798	bromopride	dopamine receptor antagonist	DRD2
JCP2022_025882	milnacipran	serotonin–norepinephrine reuptake inhibitor (SNRI)	SLC6A2|SLC6A4
JCP2022_025913	PD-166793	collagenase inhibitor|metalloproteinase inhibitor	MMP13|MMP2|MMP3
JCP2022_025924	bosentan	endothelin receptor antagonist	EDNRA|EDNRB
JCP2022_025933	diclofenamide	carbonic anhydrase inhibitor	CA1|CA12|CA2|CA4|CA7
JCP2022_025946	clonidine	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
JCP2022_025952	SB-756050	G protein-coupled receptor agonist	GPBAR1
JCP2022_026003	tetracaine	membrane integrity inhibitor	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
JCP2022_026036	KD025	rho associated kinase inhibitor	ROCK2
JCP2022_026043	clomifene	estrogen receptor antagonist	ESR1
JCP2022_026046	LY2874455	FGFR antagonist	FGFR1|FGFR2|FGFR3|FGFR4|KDR
JCP2022_026130	clopidogrel	purinergic receptor antagonist	P2RY12
JCP2022_026148	LY344864	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR7
JCP2022_026152	laquinimod	immunosuppressant	CXCL2
JCP2022_026190	pimobendan	calcium sensitizer|phosphodiesterase inhibitor	PDE3A
JCP2022_026193	AMG458	MET inhibitor	MET
JCP2022_026329	piperazine	benzodiazepine receptor agonist	GABRB3
JCP2022_026330	mercaptopurine	immunosuppressant|protein synthesis inhibitor|purine antagonist	HPRT1|IMPDH1|IMPDH2|PPAT
JCP2022_026410	mephenytoin	hydantoin antiepileptic	SCN5A
JCP2022_026424	PCI-29732	Bruton's tyrosine kinase (BTK) inhibitor	BTK
JCP2022_026476	calcitriol	vitamin D receptor agonist	VDR
JCP2022_026507	A-839977	purinergic receptor antagonist	P2RX7
JCP2022_026508	alprostadil	prostanoid receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGER1|PTGER2|PTGER4|PTGIR
JCP2022_026533	piracetam	acetylcholine receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
JCP2022_026609	OTX015	bromodomain inhibitor	BRD2|BRD3|BRD4
JCP2022_026610	altiratinib	MET inhibitor|VEGFR inhibitor	KDR|MET|TEK
JCP2022_026681	methocarbamol	muscle relaxant	CA1
JCP2022_026731	acebutolol	adrenergic receptor antagonist	ADRB1
JCP2022_026750	CTEP	glutamate receptor antagonist	GRM5
JCP2022_026778	VP-20629	beta amyloid antagonist	PLA2G2E|SLC36A1
JCP2022_026844	lenalidomide	anticancer agent	TNF
JCP2022_026859	tubastatin-A	HDAC inhibitor	HDAC6
JCP2022_026939	mepacrine	cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator	PLA2G1B
JCP2022_026996	CYC116	Aurora kinase inhibitor	AURKA|AURKB|KDR
JCP2022_027004	sulfameter	dihydrofolate reductase inhibitor	DHFR
JCP2022_027025	vemurafenib	RAF inhibitor	BRAF|RAF1
JCP2022_027029	nafcillin	bacterial cell wall synthesis inhibitor	CYP1A2|CYP3A4|SLC22A6
JCP2022_027062	BMS-986020	lysophosphatidic acid receptor antagonist	LPAR1
JCP2022_027389	GDC-0068	AKT inhibitor	AKT1|AKT2|AKT3|PRKG1
JCP2022_027411	3-amino-benzamide	PARP inhibitor	PARP1
JCP2022_027423	levofloxacin	bacterial DNA gyrase inhibitor	TOP2A
JCP2022_027440	GS-39783	GABA receptor modulator	GABBR1
JCP2022_027475	melphalan-n-oxide	hypoxia inducible factor inhibitor	HIF1A
JCP2022_027492	maraviroc	CC chemokine receptor antagonist	CCR5
JCP2022_027497	trapidil	PDGFR tyrosine kinase receptor inhibitor	PDGFRA
JCP2022_027519	AG-555	tyrosine kinase inhibitor	CDK2
JCP2022_027574	scopolamine-N-oxide	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4
JCP2022_027811	terfenadine	histamine receptor antagonist	HRH1|KCNH1|KCNH2
JCP2022_027820	tiaprofenic-acid	cyclooxygenase inhibitor	PTGS2
JCP2022_027907	haloperidol-decanoate	psychoactive drug	DRD2|DRD3|DRD4|HTR2A
JCP2022_027931	CPSI-1306-(+/-)	macrophage migration inhibiting factor inhibitor	MIF
JCP2022_027945	torin-2	mTOR inhibitor	MTOR
JCP2022_027992	pancuronium	acetylcholine receptor antagonist	CHRM2|CHRM3|CHRNA1|CHRNA2
JCP2022_028032	vitamin-E	LDL oxidation inhibitor|PKC inhibitor	ALOX5|DGKA|NR1I2|PPP2CA|PPP2CB|PRKCA|PRKCB|SEC14L2|SEC14L3|SEC14L4
JCP2022_028072	setiptiline	adrenergic receptor antagonist	HRH1|HTR2A|HTR2C
JCP2022_028168	ezatiostat	glutathione transferase inhibitor	GSTP1
JCP2022_028235	glafenine	DeltaF508-CFTR Correctors	CFTR
JCP2022_028268	TAK-960	PLK inhibitor	PLK1
JCP2022_028481	AVN-944	inosine monophosphate dehydrogenase inhibitor	IMPDH1|IMPDH2
JCP2022_028488	tranexamic-acid	antifibrinolytic|plasminogen activator inhibitor	PLG
JCP2022_028524	tolvaptan	vasopressin receptor antagonist	AVPR1A|AVPR2
JCP2022_028551	MLN0128	mTOR inhibitor	MTOR|PIK3CA|PIK3CD|PIK3CG
JCP2022_028590	gilteritinib	FLT3 inhibitor	FLT3
JCP2022_028630	GR-79236	adenosine receptor agonist	ADORA1|ADORA2A
JCP2022_028645	Ro-1138452	prostanoid receptor antagonist	PTGIR
JCP2022_028718	sertindole	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|KCNH2
JCP2022_028781	diosmin	aryl hydrocarbon receptor agonist|capillary stabilizing agent	AHR
JCP2022_028787	AMG-9810	TRPV antagonist	TRPV1
JCP2022_028794	raloxifene	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	ESR1|ESR2
JCP2022_028914	aminoguanidine	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3
JCP2022_028935	ethosuximide	succinimide antiepileptic	CACNA1G|CACNA1H|CACNA1I
JCP2022_028998	10-hydroxycamptothecin	topoisomerase inhibitor	TOP1
JCP2022_029017	entrectinib	ALK tyrosine kinase receptor inhibitor|proto-oncogene tyrosine protein kinase inhibitor	ALK|NTRK1|NTRK2|NTRK3|ROS1
JCP2022_029036	L-165041	PPAR receptor agonist	PPARD
JCP2022_029134	zidovudine	nucleoside reverse transcriptase inhibitor	TERT
JCP2022_029144	A66	PI3K inhibitor	PIK3CA
JCP2022_029186	fludarabine	ribonucleotide reductase inhibitor	ADA|DCK|POLA1|RRM1|RRM2
JCP2022_029272	doxylamine	histamine receptor antagonist	HRH1
JCP2022_029365	brinzolamide	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA5A|CA7
JCP2022_029407	desipramine	tricyclic antidepressant	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1
JCP2022_029408	acefylline	adenosine receptor agonist	ADORA1
JCP2022_029414	kynurenic-acid	glutamate receptor antagonist	GPR35|GRIN1|GRIN2A|GRIN2B
JCP2022_029418	masoprocol	lipoxygenase inhibitor	ALOX5
JCP2022_029423	ramipril	angiotensin converting enzyme inhibitor	ACE
JCP2022_029454	fenbendazole	tubulin polymerization inhibitor	TUBB
JCP2022_029531	zotepine	dopamine receptor antagonist|serotonin receptor antagonist	ADRA2B|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR6|HTR7|SLC6A2|SLC6A4
JCP2022_029574	CBiPES	glutamate receptor positive allosteric modulator	GRM2
JCP2022_029579	bendroflumethiazide	sodium/potassium/chloride transporter inhibitor	SLC12A1|SLC12A3
JCP2022_029603	AMG-208	tyrosine kinase inhibitor	MET
JCP2022_029607	elagolix	gonadotropin releasing factor hormone receptor antagonist	GNRHR
JCP2022_029646	ibuprofen-(S)	cyclooxygenase inhibitor	ASIC1|PTGS1|PTGS2|SLC5A8
JCP2022_029669	TAK-715	p38 MAPK inhibitor	MAPK14
JCP2022_029676	4-IBP	sigma receptor agonist	SIGMAR1
JCP2022_029684	gemfibrozil	lipoprotein lipase activator	LPL|PPARA|SLCO1B1|SLCO1B3|SLCO2B1
JCP2022_029711	HC-030031	TRPA1 channel blocker	TRPA1
JCP2022_029728	PF-573228	focal adhesion kinase inhibitor	CDK1|CDK2|CDK7|GSK3B|IKBKB
JCP2022_029737	gemcitabine-elaidate	apoptosis inhibitor|DNA synthesis inhibitor	CMPK1|RRM1|TYMS
JCP2022_029822	corosolic-acid	PKC inhibitor|protein tyrosine kinase inhibitor	HSD11B1|PTPN1
JCP2022_029868	ruxolitinib	JAK inhibitor	JAK1|JAK2|JAK3|TYK2
JCP2022_029868	ruxolitinib-(S)	JAK inhibitor	JAK1|JAK2
JCP2022_029951	H2L-5765834	lysophosphatidic acid receptor antagonist	LPAR1|LPAR3
JCP2022_030094	edoxaban	coagulation factor inhibitor	F10
JCP2022_030096	ZSTK-474	PI3K inhibitor	PIK3CB|PIK3CD|PIK3CG
JCP2022_030100	NS-19504	calcium-activated potassium channel activator	KCNMA1
JCP2022_030112	IDO5L	indoleamine 2,3-dioxygenase inhibitor	IDO1
JCP2022_030149	LY3009120	RAF inhibitor	BRAF|RAF1
JCP2022_030182	cilazapril	angiotensin converting enzyme inhibitor	ACE
JCP2022_030298	ki16198	lipoprotein antagonist	LPA
JCP2022_030328	nilotinib	Abl kinase inhibitor|Bcr-Abl kinase inhibitor	ABL1|KIT
JCP2022_030338	pemirolast	mediator release inhibitor	HRH1
JCP2022_030361	RS-102895	CCR antagonist	CCR2
JCP2022_030434	CP-91149	glycogen phosphorylase inhibitor	PYGL
JCP2022_030497	G007-LK	tankyrase inhibitor	TNKS|TNKS2
JCP2022_030504	YM-90709	IL5 inhibitor	CSF2RB|IL5RA
JCP2022_030564	ISRIB	eukaryotic translation initiation factor inhibitor|PERK inhibitor	EIF2A|EIF2AK3
JCP2022_030587	arecoline	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4
JCP2022_030607	zardaverine	phosphodiesterase inhibitor	PDE4D
JCP2022_030621	(R)-(-)-rolipram	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D|PDE5A
JCP2022_030621	(S)-(+)-rolipram	phosphodiesterase inhibitor	PDE4B|PDE4D
JCP2022_030637	tolimidone	SRC activator	LYN|SRC
JCP2022_030661	SAR-245409	PI3K inhibitor	MTOR|PIK3CG
JCP2022_030700	butylphthalide	potassium channel antagonist	KCNK2
JCP2022_030713	rifamycin	DNA directed RNA polymerase inhibitor	SLCO1A2|SLCO1B1|SLCO1B3|SLCO2B1
JCP2022_030772	tyrphostin-AG-494	EGFR inhibitor	EGFR
JCP2022_030831	formononetin	alcohol dehydrogenase inhibitor	ADH1C|SLC5A2
JCP2022_030881	doxercalciferol	vitamin D receptor agonist	VDR
JCP2022_030915	CGK-733	ATM kinase inhibitor|ATR kinase inhibitor	ATM|ATR
JCP2022_030932	levamisole	acetylcholine receptor agonist	ALPL
JCP2022_030932	tetramisole	immunostimulant	ALPPL2|CHRNA3
JCP2022_030983	SKF-96365	calcium channel blocker	CYP3A4|PKD2|TRPC1|TRPC3|TRPC4|TRPC5|TRPV2
JCP2022_031045	hydroxytacrine-maleate-(R,S)	cholinesterase inhibitor	ACHE
JCP2022_031063	YK-4-279	apoptosis inhibitor	EWSR1|FLI1
JCP2022_031078	rucaparib	PARP inhibitor	PARP1|PARP2
JCP2022_031102	azosemide	electrolyte reabsorption inhibitor	SLC12A1|SLC12A2
JCP2022_031159	acetyl-11-keto-beta-boswellic-acid	lipoxygenase inhibitor	HSD11B1|HSD11B2
JCP2022_031159	AKBA	lipoxygenase inhibitor	ALOX5
JCP2022_031286	ARQ-092	AKT inhibitor	AKT2
JCP2022_031307	PF-3274167	oxytocin receptor antagonist	AVPR1A|OXTR
JCP2022_031320	methapyrilene	histamine receptor antagonist	HRH1
JCP2022_031498	triciribine	AKT inhibitor	AKT1|AKT2|AKT3
JCP2022_031509	lumateperone	dopamine receptor modulator|serotonin receptor antagonist	DRD2|HTR2A
JCP2022_031523	levomequitazine	histamine receptor antagonist	HRH1
JCP2022_031525	NMDA	glutamate receptor agonist	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D
JCP2022_031539	ifosfamide	DNA alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1
JCP2022_031558	clidinium	acetylcholine receptor antagonist	CHRM1|CHRM3
JCP2022_031690	levetiracetam	calcium channel blocker	CACNA1B|SCN1A|SV2A
JCP2022_031708	letrozole	aromatase inhibitor	CYP19A1
JCP2022_031729	ABT-737	BCL inhibitor	BCL2|BCL2L1|BCL2L2
JCP2022_031781	RG108	DNA methyltransferase inhibitor	DNMT1|DNMT3B
JCP2022_031861	RX-821002	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
JCP2022_031905	etretinate	protein synthesis inhibitor	RARA|RXRG
JCP2022_031983	ICG-001	beta-catenin inhibitor	CTNNB1
JCP2022_032032	GSK503	histone lysine methyltransferase inhibitor	EZH2
JCP2022_032084	LY2090314	glycogen synthase kinase inhibitor	GSK3B
JCP2022_032109	mocetinostat	HDAC inhibitor	HDAC1|HDAC11|HDAC2|HDAC3
JCP2022_032134	naftopidil	adrenergic receptor antagonist	ADRA1A
JCP2022_032255	hymecromone	monoamine oxidase inhibitor	MAOA|MAOB
JCP2022_032256	CUDC-427	apoptosis inhibitor	XIAP
JCP2022_032274	STA-5326	interleukin synthesis inhibitor	IL12A
JCP2022_032353	polydatin	ICAM1 expression inhibitor	ICAM1
JCP2022_032357	diltiazem	calcium channel blocker	CACNA1C|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5
JCP2022_032390	UNC2250	MER tyrosine kinase inhibitor	MERTK
JCP2022_032522	candesartan	angiotensin receptor antagonist	AGTR1
JCP2022_032538	preclamol	dopamine receptor agonist	DRD2
JCP2022_032548	PD-168393	EGFR inhibitor	EGFR|ERBB2|SRC
JCP2022_032611	xylometazoline	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
JCP2022_032628	plurisin-1	stearoyl-CoA desaturase inhibitor	SCD
JCP2022_032645	rociletinib	EGFR inhibitor	EGFR
JCP2022_032667	IB-MECA	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
JCP2022_032686	VER-49009	HSP inhibitor	HSP90AA1
JCP2022_032689	KX2-391	SRC inhibitor|tubulin polymerization inhibitor	SRC
JCP2022_032702	diflunisal	prostanoid receptor antagonist	PTGS1|PTGS2
JCP2022_032710	JNJ-7777120	histamine receptor antagonist	HRH4
JCP2022_032747	MCC950	NOD like receptor inhibitor	NLRP3
JCP2022_032771	PHA-793887	CDK inhibitor	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9
JCP2022_032997	terutroban	prostanoid receptor antagonist	TBXA2R
JCP2022_033012	trihexyphenidyl	acetylcholine receptor antagonist	CHRM1
JCP2022_033033	SB-269970	serotonin receptor antagonist	HTR7
JCP2022_033054	STAT3-inhibitor-VI	STAT inhibitor	STAT3
JCP2022_033061	ML281	serine/threonine kinase inhibitor	STK33
JCP2022_033105	GW-0742	PPAR receptor agonist	PPARD
JCP2022_033127	doxofylline	adenosine receptor antagonist	ADORA1|PDE4A|PDE4B|PDE4C|PDE4D
JCP2022_033130	pacritinib	FLT3 inhibitor|JAK inhibitor	FLT3|JAK1|JAK2|JAK3
JCP2022_033179	pirenperone	serotonin receptor antagonist	HTR2A|HTR7
JCP2022_033212	darifenacin	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
JCP2022_033221	albendazole	tubulin polymerization inhibitor	TUBA1A|TUBB|TUBB4B
JCP2022_033262	skepinone-L	p38 MAPK inhibitor	MAPK14
JCP2022_033271	oxypurinol	xanthine oxidase inhibitor	XDH
JCP2022_033293	thiomersal	other antibiotic	OXCT1
JCP2022_033314	volinanserin	serotonin receptor antagonist	HTR2A|HTR2B|HTR2C|KCNH2
JCP2022_033346	palmitoylethanolamide	cannabinoid receptor agonist	CNR2|GPR119|GPR55
JCP2022_033400	homoharringtonine	protein synthesis inhibitor	RPL3
JCP2022_033420	bempedoic-acid	AMPK inhibitor	ACLY
JCP2022_033532	nimesulide	cyclooxygenase inhibitor	LTF|PLA2G2E|PTGS1|PTGS2
JCP2022_033535	tanshinone-IIA	anti-inflammatory agent|interleukin inhibitor	IL1B|NR1I2|TNF
JCP2022_033540	mefenamic-acid	cyclooxygenase inhibitor	KCNQ1|PTGS1|PTGS2|TRPM3
JCP2022_033690	GSK1838705A	insulin growth factor receptor inhibitor	ALK|IGF1R|INSR|RPS6KA1
JCP2022_033795	zofenopril-calcium	angiotensin converting enzyme inhibitor	ACE
JCP2022_033803	asaraldehyde	cyclooxygenase inhibitor	PTGS2
JCP2022_033807	PFK-158	phosphofructokinase inhibitor	PFKFB3
JCP2022_033814	colchicine	microtubule inhibitor	GLRA1|GLRA2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8
JCP2022_033870	SRT1720	SIRT activator	SIRT1
JCP2022_033894	dorzolamide	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA7
JCP2022_033914	AZD7762	CHK inhibitor	CHEK1|CHEK2
JCP2022_033936	miglitol	glucosidase inhibitor	GAA|GANAB|GANC|MGAM
JCP2022_033954	LY364947	p38 MAPK inhibitor|TGF beta receptor inhibitor	TGFBR1
JCP2022_033973	geniposide	GLP receptor agonist	GLP1R
JCP2022_034008	stiripentol	GABA uptake inhibitor	GABRA3
JCP2022_034039	NVP-BSK805	JAK inhibitor	JAK2
JCP2022_034094	OT-R-antagonist-1	oxytocin receptor antagonist	AVPR1A|OXTR
JCP2022_034137	OMDM-2	FAAH inhibitor	GPR119
JCP2022_034151	phenformin	AMPK activator	KCNJ8|PRKAA1
JCP2022_034184	chloropyramine	histamine receptor antagonist	HRH1
JCP2022_034199	urapidil	adrenergic receptor antagonist	HTR1A
JCP2022_034200	D-64131	microtubule inhibitor	TUBB
JCP2022_034349	SAR405838	MDM inhibitor	MDM2
JCP2022_034388	SBHA	HDAC inhibitor	HDAC1|HDAC3
JCP2022_034459	enoxacin	topoisomerase inhibitor	TOP2A
JCP2022_034490	trimethoprim	dihydrofolate reductase inhibitor	DHFR|TYMS
JCP2022_034534	apraclonidine	adrenergic receptor agonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C
JCP2022_034563	PRX-08066	serotonin receptor antagonist	HTR2B
JCP2022_034564	prazosin	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7
JCP2022_034709	BRL-50481	phosphodiesterase inhibitor	PDE7A|PDE7B
JCP2022_034761	PD-166285	SRC inhibitor	EGFR|FGFR1|PDGFRB|PKMYT1|SRC|WEE1
JCP2022_034781	AT13387	HSP inhibitor	HSP90AA1
JCP2022_034787	idelalisib	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
JCP2022_035010	setipiprant	prostaglandin inhibitor	PTGDR2
JCP2022_035071	evacetrapib	cholesteryl ester transfer protein inhibitor	CETP
JCP2022_035074	LY2452473	androgen receptor modulator	AR
JCP2022_035095	LY2109761	TGF beta receptor inhibitor	TGFBR1|TGFBR2
JCP2022_035112	zosuquidar	P glycoprotein inhibitor	ABCB1|ABCB4
JCP2022_035113	carmoterol	adrenergic receptor agonist	ADRB2
JCP2022_035144	acitretin	retinoid receptor agonist	RARA|RARB|RARG|RBP1|RXRA|RXRB|RXRG|STAT3
JCP2022_035182	RN-1734	TRPV antagonist	TRPV4
JCP2022_035195	ICA-069673	voltage-gated potassium channel activator	KCNQ2|KCNQ3
JCP2022_035200	bezafibrate	PPAR receptor agonist	PPARA|PPARD|PPARG
JCP2022_035296	GNF-5	Bcr-Abl kinase inhibitor	ABL1|BCR
JCP2022_035307	AT13148	protein kinase inhibitor	AKT1|AKT2|AKT3|ROCK1|ROCK2|SGK3
JCP2022_035308	bisphenol-A	synthetic estrogen	AR|ESR1|ESR2|ESRRG|PPARG
JCP2022_035351	lorlatinib	ALK tyrosine kinase receptor inhibitor	ALK
JCP2022_035351	PF-06463922	ALK tyrosine kinase receptor inhibitor	ALK|FES|ROS1
JCP2022_035423	RQ-00203078	transient receptor potential channel antagonist	TRPM8
JCP2022_035427	pheniramine	histamine receptor antagonist	HRH1
JCP2022_035456	molidustat	hypoxia inducible factor inhibitor	EGLN2
JCP2022_035532	SIS3	serine/threonine kinase inhibitor	SMAD3|TGFBR1
JCP2022_035548	tegaserod	serotonin receptor partial agonist	HTR2A|HTR2B|HTR2C|HTR4
JCP2022_035570	conivaptan	vasopressin receptor antagonist	AVPR1A|AVPR2
JCP2022_035581	rutin	antioxidant|capillary stabilizing agent|nitric oxide scavenger	AKR1C3
JCP2022_035618	myricetin	androgen receptor agonist|cytochrome P450 inhibitor	PIK3CG
JCP2022_035748	dapivirine	non-nucleoside reverse transcriptase inhibitor	CYP3A4|CYP3A5
JCP2022_035844	salidroside	beta amyloid protein neurotoxicity inhibitor	APP
JCP2022_035876	mivacurium	acetylcholine receptor antagonist	CHRNA2
JCP2022_036008	apremilast	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
JCP2022_036039	mestranol	estrogen receptor agonist	ESR1
JCP2022_036060	pifithrin-cyclic	TP53 inhibitor	TP53
JCP2022_036082	WYE-354	mTOR inhibitor	MTOR
JCP2022_036097	mecamylamine	acetylcholine receptor antagonist	CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4
JCP2022_036101	cromoglicic-acid	immunosuppressant	KCNMA1|S100P
JCP2022_036104	PFI-3	bromodomain inhibitor	PBRM1|SMARCA4
JCP2022_036107	WAY-362450	FXR agonist	NR1H4
JCP2022_036168	guanfacine	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C
JCP2022_036250	sanguinarium-chloride	apoptosis stimulant	CASP3
JCP2022_036255	entinostat	HDAC inhibitor	HDAC1|HDAC2|HDAC3|HDAC9
JCP2022_036373	EGF816	EGFR inhibitor	EGFR
JCP2022_036437	phlorizin	sodium/glucose cotransporter inhibitor	SLC5A1|SLC5A11|SLC5A2|SLC5A3
JCP2022_036506	pyrazinamide	fatty acid synthase inhibitor	FASN
JCP2022_036510	SAR407899	rho associated kinase inhibitor	ROCK1
JCP2022_036574	balsalazide	cyclooxygenase inhibitor	ALOX5|PPARG|PTGS1|PTGS2
JCP2022_036614	JTE-607	cytokine production inhibitor	IL10|IL1B|IL6|TNF
JCP2022_036616	CF102	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
JCP2022_036635	perindopril	angiotensin converting enzyme inhibitor	ACE
JCP2022_036764	AZ5104	EGFR inhibitor	EGFR
JCP2022_036775	luteolin	glucosidase inhibitor	TOP1
JCP2022_036778	pantoprazole	ATPase inhibitor	ATP4A
JCP2022_036825	istradefylline	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
JCP2022_036992	AZD6482	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
JCP2022_037026	trimethadione	oxazolidine antiepileptic	CACNA1G|CACNA1H|CACNA1I
JCP2022_037112	AR-C155858	monocarboxylate transporter inhibitor	SLC16A1|SLC16A7
JCP2022_037143	XL019	JAK inhibitor	JAK1|JAK2|JAK3
JCP2022_037151	LDC1267	protein tyrosine kinase inhibitor	AXL|MERTK|TYRO3
JCP2022_037203	pirfenidone	TGF beta receptor inhibitor	FURIN|TNF
JCP2022_037233	WAY-316606	secreted frizzled related protein inhibitor	SFRP1
JCP2022_037287	BIBN4096	calcitonin antagonist	CALCA|CALCRL|RAMP1
JCP2022_037309	Y16	rho associated kinase inhibitor	RHOA
JCP2022_037364	WZ-4002	EGFR inhibitor	EGFR|ERBB2
JCP2022_037393	TCS-2314	integrin inhibitor	ITGA4|ITGB1
JCP2022_037419	metoprolol	adrenergic receptor antagonist	ADRB1|ADRB2
JCP2022_037571	adoprazine	dopamine receptor antagonist|serotonin receptor agonist	DRD2|HTR1A
JCP2022_037579	promestriene	estrogen receptor agonist	ESR1
JCP2022_037631	GSK2830371	protein phosphatase inhibitor	PPM1D
JCP2022_037702	LY2157299	TGF beta receptor inhibitor	TGFBR1
JCP2022_037711	raltitrexed	thymidylate synthase inhibitor	FPGS|TYMS
JCP2022_037715	LIMKi-3	LIM kinase inhibitor	LIMK1
JCP2022_037716	AMG900	Aurora kinase inhibitor	AURKA|AURKB|AURKC
JCP2022_037720	pinacidil	ATP channel activator|potassium channel activator	ABCC8|ABCC9
JCP2022_037734	indole-3-carbinol	aryl hydrocarbon receptor agonist|indoleamine 2,3-dioxygenase inhibitor	AHR
JCP2022_037768	ecabet	gastrin inhibitor|urease inhibitor	NOXO1
JCP2022_037827	LRRK2-IN-1	leucine rich repeat kinase inhibitor	LRRK2
JCP2022_037879	ribavirin	antiviral	ADK|ENPP1|IMPDH1|IMPDH2|NT5C2
JCP2022_037889	pirlindole	monoamine oxidase inhibitor	MAOA
JCP2022_037903	cariporide	sodium/hydrogen exchanger inhibitor	SLC9A1
